,bill_number,bill_link,bill_description,bill_date,bill_section,bill_sponsor,sponsor_party,sponsor_name,bill_year
3047,A6899,https://www.nysenate.gov/legislation/bills/2013/a6899/amendment/original,Relates to eligibility and awards to certain family members for crime scene clean-up,2013-07-12,Executive ,HENNESSEY,Democrat,Edward Hennessey,2013
3048,S7275,https://www.nysenate.gov/legislation/bills/2017/s7275,Relates to a county's ability to purchase certain goods directly from New York state growers,2018-12-07,General Municipal ,HELMING,Republican,Pamela Helming,2018
3049,S8092,https://www.nysenate.gov/legislation/bills/2017/s8092,Relates to the Wayne county correctional facility,2018-12-07,Correction ,HELMING,Republican,Pamela Helming,2018
3050,S8840,https://www.nysenate.gov/legislation/bills/2017/s8840,"Relates to reducing the number of overnight rooms and suites at a certain premises in the city of Canandaigua, county of Ontario",2018-09-07,Alcoholic Beverage Control ,HELMING,Republican,Pamela Helming,2018
3051,S7306,https://www.nysenate.gov/legislation/bills/2017/s7306,Mandates testing in the event of a motor vehicle collision resulting in injury or death.,2018-04-18,Vehicle and Traffic ,HELMING,Republican,Pamela Helming,2018
3052,S5314,https://www.nysenate.gov/legislation/bills/2017/s5314/amendment/original,Relates to clarifying certain references to the department of corrections and community supervision,2017-08-21,Mental Hygiene ,HELMING,Republican,Pamela Helming,2017
3053,S6415,https://www.nysenate.gov/legislation/bills/2017/s6415,Relates to authorizing firefighters who are members of a fire company or department of another state to provide assistance to volunteer fire companies or departments in this state,2017-07-25,General Municipal ,HELMING,Republican,Pamela Helming,2017
3054,S5902,https://www.nysenate.gov/legislation/bills/2017/s5902,Removes restrictions in the clean water infrastructure act of 2017 that emergency financial assistance will not be available under section 1285-t of the public authorities law,2017-05-29,Public Authorities,HELMING,Republican,Pamela Helming,2017
3055,S3115,https://www.nysenate.gov/legislation/bills/2019/s3115,Relates to the qualifications for holding the office of assistant district attorney or senior district attorney in the county of Cayuga,2019-11-08,Public Officers ,HELMING,Republican,Pamela Helming,2019
3056,S5456A,https://www.nysenate.gov/legislation/bills/2015/s5456/amendment/a,Authorizes the county of Steuben to offer an optional twenty-five year retirement plan to certain deputy sheriffs,2015-09-25,Retirement and Social Security,O'MARA,Republican,Thomas O'Mara,2015
3057,S8102,https://www.nysenate.gov/legislation/bills/2017/s8102,"Authorizes the county of Yates to offer an optional twenty year retirement plan to Megan Morehouse, a deputy sheriff employed by such county",2018-12-28,Retirement and Social Security,O'MARA,Republican,Thomas O'Mara,2018
3058,S4417,https://www.nysenate.gov/legislation/bills/2019/s4417,"Authorizes the town of Webster, county of Monroe to alienate and convey certain parcels of land used as parklands",2019-10-11,"Parks, Recreation and Historic Preservation",HELMING,Republican,Pamela Helming,2019
3059,S7117,https://www.nysenate.gov/legislation/bills/2021/s7117,Relates to allocating certain tax revenues for the promotion of tourism and tourist attractions in Seneca county,2021-11-08,Tax ,HELMING,Republican,Pamela Helming,2021
3060,A8904,https://www.nysenate.gov/legislation/bills/2011/a8904/amendment/original,Relates to the purchase of prescription drugs,2012-02-17,Insurance ,HEASTIE,Democrat,Carl Heastie,2012
3061,A8692,https://www.nysenate.gov/legislation/bills/2011/a8692/amendment/original,Relates to obtaining best value for purchase contracts,2012-01-27,General Municipal ,HEASTIE,Democrat,Carl Heastie,2012
3062,A8496,https://www.nysenate.gov/legislation/bills/2011/a8496/amendment/original,Relates to New York city livery permits and increases the amount of taxicabs designed to foster increased access and mobility to persons with disabilities,2011-12-21,New York City,HEASTIE,Democrat,Carl Heastie,2011
3063,A9834,https://www.nysenate.gov/legislation/bills/2013/a9834/amendment/original,Amends chapter 746 of the laws of 1988 extending the effectiveness of provisions relating to civil liability of vehicle owners for traffic control signal violations,2014-07-22,Vehicle and Traffic ,HEASTIE,Democrat,Carl Heastie,2014
3064,A1075,https://www.nysenate.gov/legislation/bills/2013/a1075/amendment/original,Relating to permitting beer wholesalers to sell certain food items at retail,2013-01-25,Alcoholic Beverage Control ,HEASTIE,Democrat,Carl Heastie,2013
3065,A8365,https://www.nysenate.gov/legislation/bills/2015/a8365/amendment/original,Authorizes St. Luke's Episcopal Church to file an application for exemption from real property taxes for certain assessment rolls,2016-07-21,Property Tax,HEASTIE,Democrat,Carl Heastie,2016
3066,A40001,https://www.nysenate.gov/legislation/bills/2017/a40001,Enacts into law major components of legislation relating to issues deemed necessary for the state,2017-06-29,Tax,HEASTIE,Democrat,Carl Heastie,2017
3067,A9607,https://www.nysenate.gov/legislation/bills/2021/a9607,Extends the time for certain public officers to take or file their oaths of office or official undertakings,2022-04-01,Public Officers,HEASTIE,Democrat,Carl Heastie,2022
3068,A4710,https://www.nysenate.gov/legislation/bills/2009/a4710/amendment/original,"Allows town court proceedings for the towns of Elba, Oakfield and Batavia to be held in the town of Elba, Oakfield or Batavia or the city of Batavia",2009-08-26,Uniform Justice Court Act,HAWLEY,Republican,Stephen Hawley,2009
3069,A6993,https://www.nysenate.gov/legislation/bills/2009/a6993/amendment/original,"Extends authorization of county of Genesee to impose an additional 1% sales and compensating use taxes until November 30, 2011",2009-07-11,Tax ,HAWLEY,Republican,Stephen Hawley,2009
3070,A6884,https://www.nysenate.gov/legislation/bills/2009/a6884/amendment/original,Extends the period during which the county of Orleans is authorized to impose additional rates of sales and compensating use taxes,2009-07-11,Tax ,HAWLEY,Republican,Stephen Hawley,2009
3071,A6883,https://www.nysenate.gov/legislation/bills/2009/a6883/amendment/original,Extends the period during which the county of Genesee is authorized to impose a county recording tax on certain mortgage obligation,2009-07-11,Tax ,HAWLEY,Republican,Stephen Hawley,2009
3072,A10575,https://www.nysenate.gov/legislation/bills/2011/a10575/amendment/original,Relates to part-time police officer positions in the villages of Corfu and LeRoy in Genesee county,2012-08-01,Genesee County,HAWLEY,Republican,Stephen Hawley,2012
3073,A7738,https://www.nysenate.gov/legislation/bills/2011/a7738/amendment/original,Provides for the dissolution of the village of Medina housing authority and the village of Medina urban renewal agency in the county of Orleans; repealer,2011-08-03,Public Housing ,HAWLEY,Republican,Stephen Hawley,2011
3074,A6733,https://www.nysenate.gov/legislation/bills/2013/a6733/amendment/original,Extends the period during which the county of Orleans is authorized to impose additional rates of sales and compensating use taxes,2013-08-19,Tax ,HAWLEY,Republican,Stephen Hawley,2013
3075,A6734,https://www.nysenate.gov/legislation/bills/2013/a6734/amendment/original,"Extends authorization of county of Genesee to impose an additional 1% sales and compensating use taxes until November 30, 2015",2013-08-19,Tax ,HAWLEY,Republican,Stephen Hawley,2013
3076,A6732,https://www.nysenate.gov/legislation/bills/2013/a6732/amendment/original,Extends the period during which the county of Genesee is authorized to impose a county recording tax on certain mortgage obligation,2013-07-12,Tax ,HAWLEY,Republican,Stephen Hawley,2013
3077,S7864,https://www.nysenate.gov/legislation/bills/2009/s7864/amendment/original,Relates to significant programmatic accomplishments for limited credit time allowances for inmates,2010-08-13,Correction ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2010
3078,S8312,https://www.nysenate.gov/legislation/bills/2009/s8312/amendment/original,Provides that certain discretionary purchases shall be subject to written internal controls established by each state agency,2010-07-15,State Finance ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2010
3079,S8313,https://www.nysenate.gov/legislation/bills/2009/s8313/amendment/original,Relates to expanding opportunities for minority and women-owned business enterprises in procurements by the state and public authorities,2010-07-15,Public Authorities ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2010
3080,S8314,https://www.nysenate.gov/legislation/bills/2009/s8314/amendment/original,Relates to expanding opportunities for women and minority-owned business enterprises and increasing competition and diversity in procurements by the state and its pu,2010-07-15,Executive ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2010
3081,S3402,https://www.nysenate.gov/legislation/bills/2009/s3402/amendment/original,Relates to awards of unreimbursed costs to child victims,2009-07-28,Executive ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2009
3082,S3401,https://www.nysenate.gov/legislation/bills/2009/s3401/amendment/original,Enables county jails to utilize space within the jail for electronic identification processing,2009-07-28,Correction ,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2009
3083,S3755,https://www.nysenate.gov/legislation/bills/2009/s3755/amendment/original,Extends the free one day admission program to the zoological park,2009-05-29,Agriculture and Markets,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2009
3084,S4248,https://www.nysenate.gov/legislation/bills/2011/s4248/amendment/original,Relates to term of service of trustee-elects of the Mount Vernon board of education during the 2011 and 2012 elections,2011-05-11,Education,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2011
3085,S7924,https://www.nysenate.gov/legislation/bills/2015/S7924,Authorizes the office of general services to sell certain state-owned land to the Montefiore Medical Center,2016-09-09,Real Property,HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2016
3086,S7760,https://www.nysenate.gov/legislation/bills/2015/S7760,Authorizes the county of Westchester to alienate and convey certain parcels of land used as parkland,2016-07-21,"Parks, Recreation and Historic Preservation",HASSELL-THOMPSON,Democrat,Ruth Hassell-Thompson,2016
3087,A10201,https://www.nysenate.gov/legislation/bills/2015/A10201,Relates to the match requirements for aid granted by the supportive service program for classic and neighborhood naturally occurring retirement communities,2016-08-18,Elder ,HARRIS,Democrat,Pamela Harris,2016
3088,S7846,https://www.nysenate.gov/legislation/bills/2019/s7846,"Relates to establishing requirements for the transfer, sale, lease and any decommissioning activities of the Indian Point Nuclear Power Plant",2020-12-31,Labor ,HARCKHAM,Democrat,Peter Harckham,2020
3089,S8075,https://www.nysenate.gov/legislation/bills/2019/s8075,Includes certain spent nuclear fuel within the definition of real property,2020-12-31,Property Tax,HARCKHAM,Democrat,Peter Harckham,2020
3090,S8204,https://www.nysenate.gov/legislation/bills/2019/s8204,Relates to tax exemptions for nuclear powered electric generating facilities,2020-12-31,Property Tax,HARCKHAM,Democrat,Peter Harckham,2020
3091,S7741,https://www.nysenate.gov/legislation/bills/2019/s7741,Authorizes the town of Mount Pleasant to adopt a local law to impose a 3% hotel/motel occupancy tax,2020-12-23,Tax ,HARCKHAM,Democrat,Peter Harckham,2020
3092,S8363,https://www.nysenate.gov/legislation/bills/2019/s8363,Includes the commissioner of addiction services and supports as a member of the disaster preparedness commission,2020-06-17,Executive ,HARCKHAM,Democrat,Peter Harckham,2020
3093,S7191,https://www.nysenate.gov/legislation/bills/2019/s7191,Relates to disclosing if the property subject to lien is real property improved or to be improved with a single family dwelling,2020-04-17,Lien ,HARCKHAM,Democrat,Peter Harckham,2020
3094,S3409,https://www.nysenate.gov/legislation/bills/2019/s3409,Relates to the residency requirement for the court attendant for the town of Somers in the county of Westchester,2019-11-08,Towns ,HARCKHAM,Democrat,Peter Harckham,2019
3095,S3972,https://www.nysenate.gov/legislation/bills/2019/s3972,Relates to changes in assessment for businesses that make payments in lieu of taxes,2019-10-29,Property Tax,HARCKHAM,Democrat,Peter Harckham,2019
3096,S5110,https://www.nysenate.gov/legislation/bills/2019/s5110,Relates to municipal directors of weights and measures,2019-10-04,Agriculture and Markets,HARCKHAM,Democrat,Peter Harckham,2019
3097,S6336,https://www.nysenate.gov/legislation/bills/2019/s6336,"Exempts certain land from the provisions of law which generally restrict manufacturers, wholesalers and retailers from sharing an interest in a liquor license",2019-10-04,Alcoholic Beverage Control ,HARCKHAM,Democrat,Peter Harckham,2019
3098,S7706,https://www.nysenate.gov/legislation/bills/2021/s7706,Relates to veteran access to certain benefits,2022-02-24,Executive ,HARCKHAM,Democrat,Peter Harckham,2022
